Name,Date Published,Description,Rating,Rating Count,Content Rating,Genre(s),Keywords
Le million,1931-02-04,An impoverished painter and his rival engage in a race across Paris to recover a jacket concealing a winning lottery ticket.,7.4,3666,M/12,"Comedy,Musical","betrayal by a friend,france,co written by director,financial crisis,told in flashback"
13 Rue Madeleine,1948-01-22,"When spy chief Bob Sharkey finds out one of his agents-in-training is actually a Nazi double agent, his strategic decision not to arrest him results in tragedy.",6.9,2920,Approved,"Action,Adventure,Drama","bare chested male,male male relationship,homosexual subtext,training,spy"
The Tarnished Angels,1957-12-31,,7.1,3659,Passed,"Action,Adventure,Drama","1930s,new orleans louisiana,airplane race,based on novel,aerial camera shot"
The Thundering Herd,1925-03-01,"In 1876, a band of buffalo hunters assembles at Sprague&apos;s Trading Post and is joined by Tom Doan, fresh from a Kansas farm. At the post, Tom meets, and falls in love with, Milly Fayre, the stepdaughter of Randall Jett, the leader ...",5.9,29,Not Rated,Western,"kansas,based on novel"
Telephone Operator,1937-12-07,,5.6,185,Approved,"Action,Drama,Romance","telephone,telephone operator,flood,disaster,mother son relationship"
Don&apos;t Drink the Water,,,5.5,937,G,Comedy,"sitcom,title same as book,literature on screen,american humoristic literature on screen,american literature on screen"
Billie,1965-12-13,,5.7,450,Not Rated,"Comedy,Family,Musical","tomboy,female athlete,father daughter relationship,coming of age,character name as title"
The Oklahoman,1957-05-19,,6.3,567,Approved,"Drama,Western","covered wagon,oklahoma territory,year 1870,baby girl,physician"
Family Plot,1977-11-10,,6.8,23853,PG,"Comedy,Crime,Drama","medium,ransom,inheritance,san francisco california,based on novel"
Raising Arizona,1987-11-12,,7.3,142966,M/12,"Comedy,Crime","jail,married couple,baby,arizona,police"
Trois chambres à Manhattan,1965-11-10,"When his wife leaves him, a young French actor, François Combe, moves to New York to work for a television company. One evening, he meets an attractive young woman, Kay Larsi, in a bar.",6.4,506,,Drama,"new york city,passion,telegram,new york,hollywood"
Liar Liar,1997-05-16,A pathological liar-lawyer finds his career turned upside down when he inexplicably cannot physically lie for 24 whole hours.,6.9,316809,M/12,"Comedy,Fantasy","birthday wish,liar,lie,lawyer,los angeles california"
The Last Time I Saw Paris,1956-01-10,,6.2,3978,M/12,"Drama,Romance","reporter,melodrama,dysfunctional marriage,victory in europe day,self destructiveness"
Hotel for Women,1940-02-19,"A girl from Syracuse goes to New York to see her boyfriend, successful architect who no longer cares for her. Fellow residents at a women&apos;s hotel encourage her to become a top model. When boyfriend tries to come back to her he has...",6.6,116,Approved,"Drama,Romance","model,modeling"
Rainbow&apos;s End,,"Jack and Terri decide to run away from their foster parents to find their real dad, Tom, a merchant seaman. Their journey takes them through adventures and mishaps.",5.8,12,,Family,
Secrets of Scotland Yard,1944-07-26,,6,67,Passed,"Mystery,Romance,War","world war one,world war two,liar,held at gunpoint,gunfire"
Down Among the Z Men,,,4.3,388,Not Rated,Comedy,"goon show,lingerie slip"
The Sandwich Man,1966-07-15,A man with a sandwich-board (advert) wanders around London meeting many strange characters.,5.5,407,,Comedy,"timeframe 1960s,sandwich board,three word title,racing pigeon,vicar"
Lone Texan,1959-03-01,"After the Civil War, a Texan who served in the Union army comes back home to find himself ostracized by his neighbors for having fought against the Confederacy. On top of that, he finds that his younger brother is now the sheriff,...",6.5,40,Approved,"Drama,Western",b western
Young Jesse James,1960-08-02,"In this one, the father of Jesse and Frank James is unjustly hanged by Union troops and their mother&apos;s arm is amputated after their home is bombed by Union people, so they go riding with Quantrill&apos;s Raiders and Cole Younger and Be...",4.9,151,Passed,"Action,Adventure,War","character name as title,three word title,jesse james character,frank james character,cole younger character"
A Run for Your Money,1949-11-24,"Brothers from a Welsh village take their first trip to London to collect a prize, and meet a con artist and various other urban distractions.",6.4,689,Approved,Comedy,"st. paul&apos;s cathedral london,con artist,london england,welsh chorus,tower of london"
Stolen Face,1955-07-29,"A doctor repairs a female inmate&apos;s disfigured face to match the lovely woman who left him, and marries her, only to find out how abusive she is.",6.1,734,Approved,"Crime,Drama","plastic surgery,psychotronic film,disfigured face,facial reconstruction,pianist"
